8053,9555,2882,2528
31,34,19,20
310,1279,72,212
1132,486,555,420
53,167,36,26
960,1097,553,438
317,780,237,144
59,154,32,12
3082,2866,1548,1217
5349,3316,1356,2024
880,55,1934,491
11,25,9,3
4943,21512,1407,1294
41333,121372,16359,17353
207,241,139,67
2283,15396,869,1651
1276,2187,491,362
55,2246,24,15
7,96,5,7
4265,8776,5192,2956
10,46,2,1
13,34,2,5
125,291,68,29
12,17,16,5
234,1586,115,104
5423,7941,3761,2160
5046,5451,1507,1468
47,48,14,3
48,1853,12,13
8,34,2,1
225,539,69,52
1408,1373,575,465
904,1460,364,299
388,1431,343,155
4423,3902,1002,1062
5,1,9,3
752,733,248,274
4461,4728,1861,1576
46,440,27,23
255,317,184,106
76,166,125,23
7020,6162,3662,1902
9437,7289,3145,2630
28,70,5,5
1,5,2,2
16,256,4,3
1043,608,920,457
2642,3144,1554,1047
1232,4122,427,755
2151,7858,2154,742
3452,469,39,674
160,158,140,51
4863,3245,2409,1838
911,564,542,335
3241,610,1700,1463
1109,1071,408,443
886,148,643,405
1593,2444,501,550
433,110,22,143
1623,2678,899,573
45,101,37,18
793,115,469,281
379,559,131,107
1192,842,666,441
1258,2719,586,443
4868,3545,1108,1650
51,5,8,24
69,33,30,19
2360,2604,989,919
1067,775,536,384
31,51,26,14
2330,3832,208,472
2210,4949,242,488
110,356,156,47
290,780,221,102
1877,30797,264,332
14,27,1,4
3914,5831,1213,1074
322,835,138,88
2,5,9,3
1371,1735,536,382
61,185,10,18
22489,19114,7879,9080
2378,3182,1763,1133
3533,4220,1573,1154
14,51,11,4
199,405,29,59
1071,872,222,384
9145,6439,2147,2984
20,5,2,8
178,862,62,42
507,747,260,214
2251,2469,752,678
6584,6572,2181,1797
4064,2037,1649,1294
10409,10386,4993,3893
14385,5948,3009,3910
15811,3198,1000,2051
12,0,2,1
1556,1103,743,548
339,503,102,144
0,17,0,0
568,608,346,388
35,8,2,5
10259,1424,2293,3119
1309,1227,824,583
31,24,51,16
190,1128,132,38
5,39,4,1
278,563,199,107
1991,1528,515,454
103,196,16,19
27565,13945,12204,8292
18,15,10,7
843,880,411,329
1351,1514,696,437
