1117,2153,3410,3076,4263
21,3,9,12,6
3831,3925,7297,5079,8585
928,854,2521,2534,1817
5,10,94,144,47
339,252,433,292,631
1863,2940,1721,1404,5317
385,482,764,589,1132
44,58,790,924,144
5369,5308,12160,7803,14493
10,17,674,342,22
4996,2225,1850,2663,3182
70,23,6,6,30
1265,3643,2592,3075,6535
15,15,3,0,15
15,20,106,172,34
7,12,148,151,23
1068,1470,2757,2677,3538
40,68,99,42,102
4032,2893,5746,4125,8439
28,9,53,93,30
339,80,7,8,102
9,11,109,115,11
8744,11186,19025,16645,25635
44,120,68,23,218
7,3,15,16,33
99,91,128,115,216
423,259,552,505,588
70,145,182,222,356
7,7,18,19,42
6049,5664,8530,5935,14088
4095,8090,21699,19457,14599
67,9,385,427,22
3958,5610,11241,10043,14691
14,5,31,23,26
230,336,896,1020,754
61,762,82,78,2408
41435,28429,100010,70934,82601
44,22,103,32,22
24,20,59,43,45
5400,9190,18565,17077,21838
139,421,812,709,547
230,343,752,620,659
5,43,182,172,32
857,1020,1014,706,2317
1,1,100,66,3
1785,2075,4535,3842,5495
181,108,323,263,145
2467,3277,2817,2298,5909
15,14,62,94,26
77,146,14,6,310
896,1251,112,91,2540
8,19,2,1,17
44,38,134,23,55
45,46,8,7,137
8,4,55,29,35
946,1390,1893,1448,2703
11,3,7,7,8
10,17,28,28,35
4898,3509,3875,3442,8538
428,394,1208,1111,925
5,5,1153,809,9
9,12,2083,1607,16
5,12,19,27,25
1,3,21,22,6
282,315,765,513,565
0,0,40,37,1
0,14,28,20,7
885,1011,9382,8522,2151
4466,5607,2662,2563,10081
2298,4548,2556,2510,8612
1603,460,6687,10085,1235
1708,2311,4578,4041,5006
3838,16548,1900,2252,26518
4031,15292,227,371,26785
10,40,0,0,51
1271,1485,62,61,2717
10218,7517,6903,4588,20200
8,2,11,17,13
1683,514,2110,1316,1271
2282,1547,1909,1396,3673
558,521,954,703,1202
1466,1596,731,674,3200
109,54,22,50,254
9,6,9,15,39
105,97,155,66,186
1338,1763,2284,1831,3288
390,706,435,423,1281
10825,10887,5077,3333,24557
231,652,511,479,1389
241,418,751,676,846
2,8,29,29,4
950,1130,3135,2995,2326
1926,2703,4342,3700,6358
525,1110,1594,1560,2234
547,4509,11165,6819,6014
5,15,66,39,22
217,237,380,387,539
1941,2225,2607,2354,4610
195,396,573,428,684
47,27,104,139,100
4,58,1927,2007,123
19,61,1530,903,152
2,27,9,6,22
311,454,639,732,866
425,724,895,866,1382
132,246,996,752,532
1150,1875,2207,1820,3675
6,24,16,9,33
34306,32587,60651,53987,78427
6366,8494,21382,15452,17091
872,571,666,873,1536
4937,4798,5428,4634,9613
34,62,2254,1806,152
746,1203,1930,1807,2189
1500,1980,2745,2477,4163
634,1001,2893,2039,1975
2225,2011,3630,3221,3863
160,202,184,153,331
10,22,12,22,30
474,653,658,678,1082
10,4,47,14,13
5,13,38,27,24
8,24,0,0,45
722,1434,1007,687,2823
1760,2008,4400,2377,4586
106,152,203,162,289
2652,7977,6608,7466,14227
35,20,11,15,33
156,209,449,375,541
12,60,214,288,87
1779,2815,5010,3958,6110
2704,2509,2686,2328,4743
241,390,500,531,924
1264,186,1502,1732,630
21,16,19,18,19
1562,1175,4772,3812,3060
4369,2631,3220,3167,6323
3752,593,1833,1965,2754
1374,1295,2046,1806,3070
4039,4411,5475,3492,8852
3078,3806,11531,9038,10184
33,32,16390,9012,298
0,0,40,29,1
2,50,164,51,100
4,2,1905,1273,6
229,124,227,137,209
58,2,32,19,24
880,455,3170,2075,992
1389,2298,3256,3091,5322
1311,1213,4258,3748,4138
2739,2745,6811,6913,7345
18,43,37,36,27
2467,3251,839,1258,7105
45,64,237,188,183
8337,9378,577,576,16748
5007,3317,2575,1869,7449
1315,1266,2303,2148,2958
1802,1972,761,742,4606
1212,1484,1892,1217,2990
33,139,75,66,226
40,21,83,82,67
4108,2571,4077,3432,8223
41,55,133,105,123
560,336,777,703,963
717,1733,2038,2121,2998
928,794,1287,1641,1883
271,286,757,630,725
4901,4753,14556,11862,11080
2463,5291,3420,3060,9193
25,184,9,9,205
132,1329,238,258,2056
554,4190,1257,1001,6980
2036,2237,2954,1168,2223
3,7,13,14,14
2254,2141,2386,1510,4585
2932,4004,4059,3552,7869
237,278,1180,1042,704
2606,3197,4982,4035,6705
5835,5145,8094,6437,13313
6,2,24,42,4
1210,2021,6212,5871,4302
2529,3407,4796,3549,7124
5514,1229,490,1062,1911
425,543,814,327,585
120,61,6,6,202
4684,2185,256,264,6709
4,8,2,12,25
2999,5019,2756,1933,9854
1753,1137,2365,1517,2338
1196,1545,145,116,2752
6,13,6,2,19
1394,261,52,32,1785
4,0,17,15,6
75,55,1878,1173,215
4,2,100,66,10
6,7,53,57,17
7942,8089,18777,16940,20342
673,1252,1137,897,2465
1202,1821,2916,2479,3705
1047,692,887,1140,1346
170,499,2095,1782,806
1007,1359,2837,2190,2838
29,27,86,147,61
99,618,11,6,1026
3686,933,439,459,4862
1120,313,223,278,1965
198,143,1208,1010,455
6843,5463,16850,12111,14431
274,209,312,232,470
2330,3787,7580,5515,8069
3905,5437,541,427,7543
2631,2144,4562,3859,6123
865,989,1291,1025,2198
902,4610,1677,852,6791
0,0,17,15,1
51,135,85,54,234
635,1215,1591,1479,2235
321,2016,799,961,2796
1360,3733,2727,2663,5666
989,1088,1228,1232,2312
73,74,136,149,181
10,7,4194,3980,28
22,6,111,94,63
26,389,652,1112,528
2584,1973,2391,1699,3959
1025,1329,974,1076,2300
5978,4812,12660,12774,12177
7900,7887,850,1411,17307
177,42,2,1,133
101,97,154,114,192
1145,1208,2155,1888,2147
434,600,1629,1320,1292
8999,8708,17636,12727,22403
5638,5439,8852,6285,13190
7,5,37,50,10
87,120,1930,3055,642
5,24,197,297,37
4231,3562,24583,34957,9172
10,6,7116,11090,62
10,26,25,20,28
49866,29819,50050,61281,38385
17,21,36,15,13
8,17,16,8,71
27117,2149,22416,16561,10548
351,43,2146,1200,388
134,48,310,340,217
35,38,188,201,105
3540,3649,5817,4515,8908
1028,824,1236,1123,1980
5245,7405,5943,4675,12466
931,998,1417,1181,2227
1171,1385,900,979,2179
17,10,21,20,35
6786,5737,7684,8785,16599
620,309,796,1125,613
53,100,203,172,121
3366,970,16503,14719,3564
691,364,1622,799,1476
3,5,15,12,22
1845,2272,2079,2046,5999
2,9,13,14,14
13475,15952,2344,2900,28826
4091,4058,5596,4282,9387
747,1023,1693,1406,2052
546,121,5753,7757,354
44,173,381,474,317
2358,3160,9226,8772,7037
323,1520,3769,3349,2752
18002,15890,85326,117585,30851
358,621,7172,5670,968
6,1,65,27,2
2955,4725,1846,1516,11901
94,114,48,52,214
718,2305,17649,17601,4932
1106,1773,2919,2551,3684
1522,226,639,374,650
16,12,136,88,63
1357,1507,5387,3547,4429
1,0,13,11,12
3621,3421,8605,6308,9488
7,10,12,9,23
209,339,527,490,691
47,67,946,792,135
1505,1712,3196,1953,2952
10,20,11,5,34
25,67,208,156,153
2,2,20,10,5
1,0,64,16,22
4459,29436,5091,4556,52192
64,112,163,117,207
1366,1585,1863,1406,3329
1611,1572,3720,2161,3521
98,139,2717,1664,348
56,124,126,111,187
2021,2380,3290,2362,4870
5,11,18,11,7
257,726,930,733,1256
565,1787,2044,1656,2693
770,1502,1858,1335,2938
1049,4107,6264,5932,3601
0,3,29,20,27
1,3,330,368,1
56,50,52,26,160
2864,1520,1411,1211,3912
2784,1751,3942,3615,2483
2695,3387,9739,6997,6745
1033,1248,1729,1266,2222
7802,7072,15715,9628,16111
50,13,24,22,24
28,106,7984,12632,149
10811,5449,20873,13057,16844
516,528,1067,794,1182
335,675,578,579,1502
1759,2345,4573,3485,5569
248,683,1027,694,1385
130,122,19800,26970,461
3089,2748,5433,4148,8711
3655,1121,9546,9248,4400
159,257,707,712,436
73,124,4913,5308,270
71,66,2983,3401,228
2,5,59,30,8
4358,4309,8738,8263,11257
38,7,53,37,47
4502,4190,6749,5666,11376
33,133,7,15,188
4162,12043,66833,66340,26126
3945,7995,78623,73524,17389
8112,8781,22864,18414,26415
2,3,165,87,13
501,345,1227,811,969
3258,560,106,61,3254
0,7,6,1,10
15183,137053,5110,5387,140043
0,0,12,12,1
32100,19849,16067,13783,36018
893,1528,1502,1263,2979
2602,2218,6465,5338,5160
101,53,1744,1743,108
1994,5982,6433,4494,13319
3,2,25,25,4
1122,1619,2583,2223,3045
6716,10354,4271,3475,18934
3004,3257,3633,3434,8718
4648,4270,6243,6365,11654
5825,7547,15714,14598,18717
4,33,5,5,82
5,15,83,78,22
2,12,15,23,32
89,1074,3221,2565,2252
3348,6378,22279,16282,14838
547,2973,1732,1493,4217
1903,5804,7832,7208,10559
73,562,6399,5119,1152
12,12,28,43,6
694,611,2513,2015,1411
175,222,1187,903,536
243,242,149,99,416
332,83,208,139,308
19,16,100,50,53
1,0,14,41,2
1,14,191,226,5
484,623,1321,1063,1464
7,67,35,32,77
3095,10814,14647,9433,18557
62,188,138,44,219
8,32,115,83,36
635,1159,1783,1355,2009
816,983,4259,3028,2282
1282,1398,4084,3377,2753
0,5,13,11,1
7,9,16,16,16
5256,4660,8814,7048,12723
6,7,11,12,18
330,283,366,301,539
7128,5816,10586,5932,9163
24,24,72,34,66
242,573,805,684,963
152,668,611,546,1105
193,453,974,1059,849
0,0,46,39,0
3925,10237,7955,7469,19239
11,11,7,6,10
88,8,16,18,32
4726,3587,11736,8549,9729
364,401,341,339,821
113,30,155,148,147
8,24,21,15,10
367,291,882,814,559
316,374,635,483,767
17,36,19,27,5
18793,16479,27763,25088,42318
4,29,17,14,57
103,425,355,291,1444
502,3276,2028,2228,6510
0,5,16,11,9
8,262,5,7,961
96,124,872,865,75
279,390,629,449,764
636,944,2597,2531,2207
699,1463,884,761,2295
118,135,568,441,289
48,71,68,84,154
5,15,622,258,519
10,72,1508,1136,2646
0,1,17,16,8
11,148,32,29,259
2181,1382,2906,1943,3172
481,652,353,341,1165
1082,1677,2168,1419,3572
474,884,1370,1355,1747
5635,4859,485,559,13945
661,869,607,755,306
4771,7051,5635,6386,16079
1205,1495,2546,2495,3369
23,18,946,857,48
1839,2022,2457,2236,4294
596,1010,1326,1383,2545
13,9,6,4,16
4741,3160,4970,4437,10589
11,5,5,2,7
32,44,495,556,69
1000,807,2233,2192,2485
1036,982,1751,1270,2197
1,5,58,30,12
82,97,579,794,99
13,12,20,28,22
742,781,1763,1380,1876
3236,3383,3835,3340,7703
43,944,3,1,537
1,43,0,0,56
0,0,17,19,0
2,7,630,652,17
1657,2467,3009,2735,5091
1389,1559,2539,2297,3169
1534,2625,4602,4498,5402
380,1049,789,649,1777
13,7,8,6,3
4466,2832,12485,13695,9169
53,81,1299,816,171
10,22,201,124,119
4,16,159,73,90
7,55,146,240,86
575,585,1820,1281,1660
361,280,869,920,180
4131,2494,7662,5548,9425
739,1032,829,726,2190
9,12,5,4,39
2896,1047,602,698,3258
72,25,4,4,29
1279,457,243,257,1148
104,821,164,168,1164
3774,4888,5264,4687,12907
228,362,700,679,800
2,1,24,16,15
4,2,20,7,16
38,369,41,29,601
1520,3453,6200,5848,7123
1,103,239,170,186
0,4,55,114,18
353,760,1521,1357,1310
3,4,10,9,30
3483,6067,9272,7579,11590
478,293,5129,3326,3001
1308,2537,1875,1552,4169
708,1071,1172,1004,1780
361,803,1177,1029,1339
757,1380,1551,1002,2596
14,8,7,5,21
884,1194,2019,1653,2434
481,1192,929,796,1895
1091,2084,2277,1304,2712
76,132,165,185,315
2165,6531,198,175,11534
13,18,9,9,49
292,585,679,691,1074
5,14,10,11,16
8642,9944,12169,10602,23177
31,82,115,87,143
439,922,1769,1018,1354
114,217,726,542,458
3891,5215,5568,5238,12329
10120,13476,20369,18572,28850
1381,2946,3779,3386,5576
3724,6278,6577,6458,12100
2173,2124,1636,1758,3831
8,13,216,219,36
9,24,229,209,37
3610,4859,3241,2459,8802
1536,1245,2123,1824,3633
430,1663,3416,2495,2999
3360,18979,17638,16381,30191
27,430,30,30,590
7,60,13,15,70
1,9,63,49,16
34,39,67,42,83
6,7,31,16,6
12,12,273,299,554
125,114,95,140,85
11,54,7,1,142
70,73,93,68,73
79,71,54,45,117
2,5,9,2,17
24,16,10,12,26
38,32,29,23,51
43,35,58,29,107
609,556,63,25,1097
109,90,118,78,61
4,17,15,37,14
1646,3550,6052,4922,6881
187,126,168,85,386
1477,705,1462,1145,2363
44,61,418,342,205
0,0,161,81,2
187,352,2423,1982,693
259,344,566,421,675
55,59,121,62,163
1157,898,2452,2120,2127
941,1279,1586,1609,2693
17,12,9,12,39
3984,5482,7668,5517,10042
86,60,9,5,141
13,16,1,3,32
2424,1831,1822,1687,4701
47,16,30,32,67
6169,9538,7579,6800,15422
8,8,37,40,14
727,666,804,489,1014
19279,16201,55569,37708,44275
59,37,82,67,108
25,52,476,737,131
513,875,788,706,1618
229,296,741,607,618
940,1195,3964,4711,2430
370,867,1317,1265,1952
5235,3706,11438,8802,13324
3851,3006,7184,6964,8580
1190,449,805,1084,1175
349,1124,401,410,2207
14,8,55,61,14
1807,979,3967,3890,5433
1,2,54,84,21
2135,2499,8462,7001,5886
542,459,712,564,1012
3316,3034,5398,4504,8521
575,902,1587,1301,1965
3697,3166,9076,8681,7715
3,5,12,3,17
242,489,1089,863,835
14,3,24,23,6
2665,1869,3406,3772,4648
8113,2875,6266,7041,9200
896,1043,1981,1590,2344
1228,1464,2796,2631,3558
9811,8780,17211,13425,25192
23,8,8,9,13
7,4,32,20,12
27,16,5,5,25
30,13,14,16,30
1331,1123,5359,4092,2888
1508,1898,1504,1174,3621
361,366,681,527,807
1220,1874,6699,6686,3907
1432,2074,5993,4678,5450
10359,5493,14207,10384,13275
3466,5606,10427,8160,10864
213,2838,22,30,4274
101,202,75,78,525
683,327,144,242,839
261,79,1226,1359,216
1114,1519,2119,1788,3091
474,432,1610,1444,1198
5309,4646,8718,6270,11471
673,751,1148,826,1750
4356,785,175,199,4800
7,119,16,13,106
438,3270,813,671,2737
0,0,15,11,9
2,1,24,23,8
1665,1269,2726,2566,3788
3886,1595,898,630,5529
38,70,3843,3741,141
2893,2958,3969,3460,5673
1954,2789,4819,4084,6270
892,1633,1372,1381,3476
5881,6703,14759,10219,16066
621,581,542,435,1374
2919,970,1257,1222,4293
1088,699,2619,1658,1850
78,80,264,183,269
8,13,8,4,16
783,1548,1251,1036,2730
58,86,83,49,133
488,952,54,42,1792
2557,2075,4920,4172,5241
3,5,627,516,15
413,890,1704,1405,1631
231,252,3758,2078,585
1548,2389,29024,34867,4930
1615,1838,5500,4910,4774
262,274,34,39,665
962,943,1856,1868,1971
1188,1158,2189,2101,2746
33,31,895,909,71
7346,2833,4709,3836,7572
22,9,6,11,6
160,187,327,398,390
45,50,397,231,84
12,14,30,22,21
198,183,150,210,607
98919,81465,66882,72640,116166
89,120,43,25,133
210,327,691,319,410
295,323,833,875,646
1121,872,1752,1525,2327
426,381,2798,1956,1331
2480,2212,3656,2519,4971
10511,7001,18926,11959,25553
192,233,2166,1484,579
15,8,78,53,27
1776,1308,4205,4000,4188
66,49,1119,1431,86
527,1485,2167,2032,2965
454,354,907,844,809
25,17,52,56,49
461,5898,3675,5459,14398
471,217,926,826,675
3247,967,2579,2506,2807
414,137,748,875,295
626,634,1914,1353,1387
6273,10135,9841,8385,20117
279,602,960,895,1423
4,4,21,12,3
54,39,34,39,54
6003,1797,44981,50294,6542
16,13,125,149,43
31,249,2283,1053,464
314,418,3117,2423,381
147,18,14,9,66
24,11,19,12,27
1545,1358,1627,1659,3379
54,18,274,105,47
1303,401,902,912,1920
119,324,1446,1099,706
852,385,4084,3945,3681
1459,1203,2508,2697,3368
114,243,338,259,392
100,314,235,205,506
31,136,7,9,259
998,6874,659,569,11543
233,1575,3706,4040,2558
4,4,37,39,42
66,50,211,228,112
145,140,301,197,306
2101,705,5138,4943,1723
20,36,203,146,112
20,35,65,57,92
1593,1548,2849,2718,3705
13,12,21,15,19
202,270,653,487,546
89,76,146,93,181
6188,4903,11618,9484,15567
1598,1512,3263,3048,3855
918,1554,2699,2998,3935
17,12,14,12,26
1687,2316,4009,2601,5543
6,11,18,17,20
6245,5440,10956,8983,12784
71,59,1169,956,94
6283,3766,7669,8880,10146
0,10,2,4,5
741,7818,1058,718,10590
1171,1124,3013,2769,2400
412,271,218,234,285
465,536,1020,1003,1186
3462,1920,8706,8311,4282
24,79,52,67,139
6352,7701,20347,20903,15839
30,79,87,52,123
1303,1569,1395,886,2301
564,1075,2270,1667,1960
2676,792,1718,1202,2256
1392,1579,2861,2299,4072
878,444,2408,2645,1546
1480,2527,2369,2043,5126
474,1012,862,829,1882
383,380,603,393,643
476,973,658,572,1833
4010,4774,8122,5781,13897
30,45,38,56,62
956,1792,4102,4106,3584
560,561,848,336,621
714,1072,1326,1208,2337
3209,1235,2569,2762,2278
0,3,22,27,4
2475,1630,3909,3125,3792
706,921,1773,1167,1749
1964,1822,3278,3150,4714
106,341,181,136,403
8004,3274,19472,18782,9198
605,600,1236,1128,1271
276,900,29,22,1374
1682,3715,31318,26970,7022
30650,12719,2651,2057,20265
2805,1645,1748,1641,3663
2,27,137,93,25
21,73,29,32,122
421,691,768,699,1460
1844,927,2317,2091,2179
4533,3377,5410,4448,7001
27,13,10,9,17
3910,5672,8883,7631,13283
6767,7640,15423,8092,15763
146,88,1134,876,310
1593,236,223,257,986
143,183,1063,970,471
217,1647,145,138,2609
2626,2872,4140,3105,5827
40,29,15,10,42
41083,39481,58384,63802,65199
1,3,19,13,2
16,4,4,1,15
3,1,23,15,9
59,485,166,235,753
513,873,1366,1109,1670
5,4,8,6,2
484,366,1026,573,764
21,26,71,48,67
43,30,162,79,104
238,417,669,784,896
1,4,199,296,1
957,1618,5048,4055,3414
58,39,30770,21198,137
3184,1053,29245,33787,2004
1422,354,7887,5593,1553
6684,1080,438,264,6255
1263,1663,1886,1881,3048
387,5120,131,120,11616
142,162,1087,1034,373
1652,623,10674,10629,1745
5,14,2421,3058,19
378,531,1195,1453,1186
709,811,1007,689,1917
348,650,568,704,299
89,172,280,207,332
8594,8356,9246,9407,20665
151,189,285,225,374
16,0,0,1,3
255,371,469,330,860
1309,1184,1902,1210,2505
43,63,354,272,103
228,219,533,327,572
143,273,239,291,579
151,212,227,293,459
1446,397,1685,1177,690
551,61,52,66,152
1250,717,1018,674,1728
426,332,830,591,653
659,717,939,568,1120
449,590,1812,1153,1277
1,2,133,156,4
6,19,23,19,58
398,357,452,353,683
13,21,101,99,77
172,245,654,501,481
10,9,86,142,13
447,180,2620,2021,815
2543,2302,3306,2944,4121
109,124,430,573,232
541,897,770,687,1885
17,1,3,5,9
1104,859,869,610,1589
434,493,756,596,960
1398,1937,8392,5428,4629
955,4188,4897,5071,6748
1356,725,4919,5856,1930
13,17,183,185,63
61,106,250,127,173
7,8,21,15,9
204,130,1973,1906,308
1250,2294,1042,1031,4147
76,113,180,182,257
2593,10932,5182,3194,22892
55,86,63,55,132
2,14,5,14,24
46,17,11,15,49
21,8,2,6,18
82,36,747,942,211
192,340,1056,692,779
602,932,1242,1006,2049
1691,1822,2713,2680,4572
2892,14216,2054,1789,26019
202,284,167,189,653
53,115,144,98,171
1017,1486,3204,2911,2686
89,87,428,312,282
46,53,66,40,81
502,634,1187,1208,1478
1,4,19,24,4
357,532,485,456,978
219,183,1898,1664,353
738,1369,1276,1143,2449
65,135,42,60,259
21295,161443,21195,20758,285722
148,1889,34,35,2599
2,47,0,1,69
37,519,15,20,766
